test_type,pde,hard_rank,split,source_sample_id,historical_sample_index,subset_index,historical_rel_l2_a,historical_rel_l2_u,historical_pde_residual_norm,historical_run_dir,historical_zeta_obs_u,historical_zeta_pde,source_data_path,subset_path
id,darcy,12,holdout,778,18,5,0.4631810784339905,0.06691143661737442,0.872869074344635,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-143751,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/darcy_id.mat
id,darcy,13,tune,466,6,6,0.46163085103034973,0.06281581521034241,0.6446930170059204,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-142618,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/darcy_id.mat
id,darcy,14,holdout,349,9,6,0.45470941066741943,0.06356407701969147,0.6154781579971313,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-142141,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/darcy_id.mat
id,darcy,15,tune,874,14,7,0.454475462436676,0.057401131838560104,0.7236103415489197,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-144141,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/darcy_id.mat
id,darcy,16,holdout,392,12,7,0.45351773500442505,0.0618315227329731,0.6831985116004944,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-142313,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/darcy_id.mat
id,darcy,17,tune,783,3,8,0.43751707673072815,0.04763007536530495,0.7256314158439636,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-143836,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/darcy_id.mat
id,darcy,18,holdout,777,17,8,0.43590694665908813,0.047441378235816956,1.1410338878631592,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-143751,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/darcy_id.mat
id,darcy,19,tune,588,8,9,0.4355645477771759,0.04759298264980316,0.8711557388305664,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-143055,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/darcy_id.mat
id,darcy,20,holdout,780,0,9,0.43427303433418274,0.057480841875076294,0.734093427658081,outputs/MAIN1000_100_TEST_id/darcy/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_epw1/20260829-143836,2000000000.0,0.03,/home/tat512/share/PDEdata/darcy/darcy_test_10000-128-128_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/darcy_id.mat
id,nsnonbounded,1,tune,307,7,0,1.1393539905548096,1.0136204957962036,0.05605631694197655,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-154350,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/nsnonbounded_id.mat
id,nsnonbounded,2,holdout,447,7,0,1.0826003551483154,0.9533345103263855,0.05530623346567154,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-155529,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/nsnonbounded_id.mat
id,nsnonbounded,3,tune,587,7,1,0.996554434299469,0.8913018107414246,0.056187983602285385,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-160712,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/nsnonbounded_id.mat
id,nsnonbounded,4,holdout,691,11,1,0.9663538932800293,0.821197509765625,0.05323585122823715,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-161530,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/nsnonbounded_id.mat
id,nsnonbounded,5,tune,627,7,2,0.9651591777801514,0.8068896532058716,0.056678056716918945,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-161032,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/nsnonbounded_id.mat
id,nsnonbounded,6,holdout,527,7,2,0.960213303565979,0.7092318534851074,0.05768301710486412,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-160212,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/nsnonbounded_id.mat
id,nsnonbounded,7,tune,227,7,3,0.9598432183265686,0.7337254285812378,0.05870623514056206,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-153720,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/nsnonbounded_id.mat
id,nsnonbounded,8,holdout,927,7,3,0.9334931969642639,0.7092448472976685,0.05802156403660774,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-163501,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/nsnonbounded_id.mat
id,nsnonbounded,9,tune,87,7,4,0.9255912899971008,0.847771406173706,0.056146685034036636,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-152537,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/nsnonbounded_id.mat
id,nsnonbounded,10,holdout,47,7,4,0.9184860587120056,0.8412774801254272,0.05699406936764717,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-152216,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/nsnonbounded_id.mat
id,nsnonbounded,11,tune,51,11,5,0.9130801558494568,0.6133534908294678,0.05236391723155975,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-152216,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/nsnonbounded_id.mat
id,nsnonbounded,12,holdout,511,11,5,0.9083014130592346,0.7482489943504333,0.05361262336373329,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-160031,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/nsnonbounded_id.mat
id,nsnonbounded,13,tune,887,7,6,0.9068345427513123,0.7593766450881958,0.0574646033346653,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-163145,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/nsnonbounded_id.mat
id,nsnonbounded,14,holdout,151,11,6,0.9019241333007812,0.6779236793518066,0.05255154147744179,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-153039,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/nsnonbounded_id.mat
id,nsnonbounded,15,tune,747,7,7,0.8845748901367188,0.6207937002182007,0.05880594253540039,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-162023,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/nsnonbounded_id.mat
id,nsnonbounded,16,holdout,787,7,7,0.8706172108650208,0.7485308051109314,0.056602843105793,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-162339,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/nsnonbounded_id.mat
id,nsnonbounded,17,tune,327,7,8,0.8612768650054932,0.7634410262107849,0.05736284330487251,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-154529,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/nsnonbounded_id.mat
id,nsnonbounded,18,holdout,91,11,8,0.8573393821716309,0.6120193600654602,0.052161648869514465,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-152537,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/nsnonbounded_id.mat
id,nsnonbounded,19,tune,923,3,9,0.8569251894950867,0.8805407881736755,0.05143703520298004,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-163501,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/nsnonbounded_id.mat
id,nsnonbounded,20,holdout,187,7,9,0.8530690670013428,0.6890113949775696,0.057574283331632614,outputs/MAIN1000_100_TEST_id/nsnonbounded/inverse/obs_pde_endpoint_stochastic_constant_pdegate-s0.8-r0_global_norm50_random500_noise0_uniform100_euler_res-secant_bc-none-bcw1_epw1/20260829-153357,240000.0,0.3,/home/tat512/share/PDEdata/nsnonbounded/nsnonbounded_test_10000-128-128-10_id.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/nsnonbounded_id.mat
smooth,poisson,1,tune,12,12,0,1.6879441738128662,0.713874340057373,0.06141957640647888,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-145213,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_smooth.mat
smooth,poisson,2,holdout,24,24,0,1.4424176216125488,0.7949692606925964,0.032010383903980255,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-145213,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_smooth.mat
smooth,poisson,3,tune,866,16,1,1.365486741065979,0.5894383788108826,0.03943615034222603,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-151745,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_smooth.mat
smooth,poisson,4,holdout,151,1,1,1.3118544816970825,0.8480585813522339,0.031197944656014442,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-145643,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_smooth.mat
smooth,poisson,5,tune,761,11,2,1.287864327430725,0.5029972195625305,0.03629671037197113,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-151445,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_smooth.mat
smooth,poisson,6,holdout,89,39,2,1.2644505500793457,0.6920451521873474,0.06345347315073013,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-145343,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_smooth.mat
smooth,poisson,7,tune,820,20,3,1.2235682010650635,0.6004779934883118,0.03734930604696274,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-151615,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_smooth.mat
smooth,poisson,8,holdout,318,18,3,1.1725764274597168,0.3191790282726288,0.036563701927661896,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-150114,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_smooth.mat
smooth,poisson,9,tune,79,29,4,1.1582353115081787,0.46664947271347046,0.051445771008729935,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-145343,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_smooth.mat
smooth,poisson,10,holdout,523,23,4,1.1514523029327393,0.49400997161865234,0.045534830540418625,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-150714,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_smooth.mat
smooth,poisson,11,tune,119,19,5,1.1486313343048096,0.4251110851764679,0.043735671788454056,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-145513,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_smooth.mat
smooth,poisson,12,holdout,788,38,5,1.1309711933135986,0.42729535698890686,0.031031548976898193,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-151445,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_smooth.mat
smooth,poisson,13,tune,289,39,6,1.127853274345398,0.732211172580719,0.07085384428501129,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-145944,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_smooth.mat
smooth,poisson,14,holdout,970,20,6,1.0993977785110474,0.6947569847106934,0.03396742418408394,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-152045,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_smooth.mat
smooth,poisson,15,tune,997,47,7,1.0834482908248901,0.3171253502368927,0.020341383293271065,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-152045,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_smooth.mat
smooth,poisson,16,holdout,712,12,7,1.080644965171814,0.25600966811180115,0.06160830333828926,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-151315,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_smooth.mat
smooth,poisson,17,tune,380,30,8,1.0765118598937988,0.5031579732894897,0.041105713695287704,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-150244,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_smooth.mat
smooth,poisson,18,holdout,500,0,8,1.07587468624115,0.2706452012062073,0.03253796324133873,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-150714,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_smooth.mat
smooth,poisson,19,tune,271,21,9,1.0742065906524658,0.47828173637390137,0.03536788374185562,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-145944,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/poisson_smooth.mat
smooth,poisson,20,holdout,868,18,9,1.0712134838104248,0.3320821523666382,0.03633558377623558,outputs/MAIN1000_100_TEST_smooth/poisson/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-151745,90000000.0,0.1,/home/tat512/share/PDEdata/poisson/poisson_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/holdout/poisson_smooth.mat
smooth,helmholtz,1,tune,12,12,0,1.540047287940979,0.5570535063743591,0.07461480796337128,outputs/MAIN1000_100_TEST_smooth/helmholtz/inverse/obs_pde_endpoint_stochastic_constant_global_norm1e+10_random500_noise0_uniform100_euler_res-auto-K3-int1-w1_bc-dirichlet_zero-bcw1_ic-none-icw1_epw1_legacybc0/20260820-155928,80000000.0,0.1,/home/tat512/share/PDEdata/helmholtz/helmholtz_test_10000-128-128_smooth.mat,/home/tat512/C01Python/FM4PDE/artifacts/inverse_hard_tuning/subsets/tune/helmholtz_smooth.mat
